a_hex	b_hex	cover	count	least_mask	labels
0000000000000000	0000000107100000	5	1	01a0d140	6,8,12,14,15,21,23,24
0000000000000000	0000000107100306	9	1	21a0d100	8,12,14,15,21,23,24,29
0000000000000000	000000010720430e	11	1	01609124	2,5,8,12,15,21,22,24
0000000000000000	0000000141304000	6	1	21289088	3,7,12,15,19,21,24,29
0000000000000000	0000000147000450	8	1	01e05048	3,6,12,14,21,22,23,24
0000000000000000	00000001c0000000	3	3	01c2c240	6,9,14,15,17,22,23,24
0000000000000000	00000001c0100000	4	2	01a25240	6,9,12,14,17,21,23,24
0000000000000000	00000001c1000000	4	1	21c8c080	7,14,15,19,22,23,24,29
0000000000000000	00000001c1100000	5	1	01a8d080	7,12,14,15,19,21,23,24
0000000000000000	00000001c1204000	6	3	016890c0	6,7,12,15,19,21,22,24
0000000000000000	00000001c1304000	7	4	0128d084	2,7,12,14,15,19,21,24
0000000000000000	00000001c3000006	7	1	01e8d000	12,14,15,19,21,22,23,24
0000000000000000	00000001c3000008	6	1	01e89040	6,12,15,19,21,22,23,24
0000000000000000	00000001c3000070	8	1	01e85040	6,12,14,19,21,22,23,24
0000000000000000	00000001c3100000	6	1	01a8d040	6,12,14,15,19,21,23,24
0000000000000000	00000001c3100006	8	1	21a8d000	12,14,15,19,21,23,24,29
0000000000000000	00000001c3204000	7	1	0168d040	6,12,14,15,19,21,22,24
0000000000000000	00000001c3204006	9	2	0168d004	2,12,14,15,19,21,22,24
0000000000000000	00000001c5000000	5	1	01e090c0	6,7,12,15,21,22,23,24
0000000000000000	00000001c5000300	7	1	01e0d080	7,12,14,15,21,22,23,24
0000000000000000	00000001c5000440	7	1	01e050c0	6,7,12,14,21,22,23,24
0000000000000000	00000001c5000740	9	1	01e05090	4,7,12,14,21,22,23,24
0000000000000000	00000001c5002000	6	2	01c0d0c0	6,7,12,14,15,22,23,24
0000000000000000	00000001c5002300	8	4	01c0d084	2,7,12,14,15,22,23,24
0000000000000000	00000001c5100000	6	1	01a0d0c0	6,7,12,14,15,21,23,24
0000000000000000	00000001c5100300	8	1	21a0d080	7,12,14,15,21,23,24,29
0000000000000000	00000001c5204000	7	1	0160d0c0	6,7,12,14,15,21,22,24
0000000000000000	00000001c5204300	9	3	0160d084	2,7,12,14,15,21,22,24
0000000000000000	00000001c7000000	6	1	01e0d040	6,12,14,15,21,22,23,24
0000000000000000	00000001c7000008	7	1	01e09240	6,9,12,15,21,22,23,24
0000000000000000	00000001c7000306	10	6	01e0d002	1,12,14,15,21,22,23,24
0000000000000000	00000001c7000470	10	7	01e05042	1,6,12,14,21,22,23,24
0000000000000000	00000001c7002800	8	1	01c0d240	6,9,12,14,15,22,23,24
0000000000000000	00000001c7002b06	12	2	01c0d204	2,9,12,14,15,22,23,24
0000000000000000	00000001c7100000	7	6	01a0d042	1,6,12,14,15,21,23,24
0000000000000000	00000001c7204000	8	2	0160d044	2,6,12,14,15,21,22,24
0000000000000000	00000001c9204040	8	3	01685084	2,7,12,14,19,21,22,24
0000000000000000	00000001cb204070	11	1	01685044	2,6,12,14,19,21,22,24
0000000000000000	00000001cd204440	10	2	016050c4	2,6,7,12,14,21,22,24
0000000000000000	0000000200000000	1	41	00a8e408	3,10,13,14,15,19,21,23
0000000000000000	0000000200000002	2	2	00a8d408	3,10,12,14,15,19,21,23
0000000000000000	0000000200000006	3	1	10a8d400	10,12,14,15,19,21,23,28
0000000000000000	0000000200000102	3	1	10a0d408	3,10,12,14,15,21,23,28
0000000000000000	0000000200000306	5	5	10a0d404	2,10,12,14,15,21,23,28
0000000000000000	0000000200008000	2	48	10a0c409	0,3,10,14,15,21,23,28
0000000000000000	000000020000a800	4	1	10c0c209	0,3,9,14,15,22,23,28
0000000000000000	0000000200030102	5	1	18a09408	3,10,12,15,21,23,27,28
0000000000000000	0000000200080000	2	37	0088e405	0,2,10,13,14,15,19,23
0000000000000000	0000000200088000	3	30	1080c509	0,3,8,10,14,15,23,28
0000000000000000	0000000200400000	2	2	00a89409	0,3,10,12,15,19,21,23
0000000000000000	0000000200400002	3	2	00e89408	3,10,12,15,19,21,22,23
0000000000000000	0000000200430000	4	2	10a09409	0,3,10,12,15,21,23,28
0000000000000000	0000000200430102	6	1	10e09408	3,10,12,15,21,22,23,28
0000000000000000	0000000200438000	5	1	10c0a409	0,3,10,13,15,22,23,28
0000000000000000	0000000200478000	6	1	10c0a209	0,3,9,13,15,22,23,28
0000000000000000	00000002004b8000	6	1	1080a609	0,3,9,10,13,15,23,28
0000000000000000	0000000220000000	2	49	00a0d409	0,3,10,12,14,15,21,23
0000000000000000	0000000220000102	4	5	00a0d40c	2,3,10,12,14,15,21,23
0000000000000000	0000000220008000	3	52	00a0e409	0,3,10,13,14,15,21,23
0000000000000000	0000000220030000	4	1	08a09409	0,3,10,12,15,21,23,27
0000000000000000	0000000220080000	3	17	0080f007	0,1,2,12,13,14,15,23
0000000000000000	0000000220088000	4	11	0080e125	0,2,5,8,13,14,15,23
0000000000000000	0000000220088204	6	1	0080c525	0,2,5,8,10,14,15,23
0000000000000000	0000000220430000	5	6	00a09419	0,3,4,10,12,15,21,23
0000000000000000	0000000400000000	1	11	00a87440	6,10,12,13,14,19,21,23
0000000000000000	0000000400000010	2	1	00a85448	3,6,10,12,14,19,21,23
0000000000000000	0000000400000030	3	2	08a85440	6,10,12,14,19,21,23,27
0000000000000000	0000000400000410	3	1	10a05448	3,6,10,12,14,21,23,28
0000000000000000	0000000400000430	4	3	10a05640	6,9,10,12,14,21,23,28
0000000000000000	0000000400000470	5	1	18e05040	6,12,14,21,22,23,27,28
0000000000000000	0000000400008000	2	15	10a04449	0,3,6,10,14,21,23,28
0000000000000000	0000000400009000	3	1	10c04449	0,3,6,10,14,22,23,28
0000000000000000	0000000400020410	4	1	18a01448	3,6,10,12,21,23,27,28
0000000000000000	0000000400060000	3	1	18a01049	0,3,6,12,21,23,27,28
0000000000000000	0000000400080000	2	1	18807440	6,10,12,13,14,23,27,28
0000000000000000	0000000400088000	3	5	10806449	0,3,6,10,13,14,23,28
0000000000000000	0000000400089000	4	1	18804449	0,3,6,10,14,23,27,28
0000000000000000	0000000400420000	3	1	10a01449	0,3,6,10,12,21,23,28
0000000000000000	0000000400420410	5	1	10e01448	3,6,10,12,21,22,23,28
0000000000000000	0000000400800010	3	1	08a81448	3,6,10,12,19,21,23,27
0000000000000000	0000000400c00000	3	1	00a81449	0,3,6,10,12,19,21,23
0000000000000000	0000000430000000	3	19	00a05449	0,3,6,10,12,14,21,23
0000000000000000	0000000430000410	5	2	00e05448	3,6,10,12,14,21,22,23
0000000000000000	0000000430000430	6	3	08a05444	2,6,10,12,14,21,23,27
0000000000000000	0000000430008000	4	3	08a04449	0,3,6,10,14,21,23,27
0000000000000000	0000000430080000	4	1	08807640	6,9,10,12,13,14,23,27
0000000000000000	0000000430088000	5	1	08806449	0,3,6,10,13,14,23,27
0000000000000000	0000000430420000	5	1	00a03449	0,3,6,10,12,13,21,23
0000000000000000	0000000430820000	5	1	08a01449	0,3,6,10,12,21,23,27
0000000000000000	0000000430820410	7	1	08e01448	3,6,10,12,21,22,23,27
0000000000000000	0000000430c20000	6	3	00a01459	0,3,4,6,10,12,21,23
0000000000000000	0000000436000000	5	1	08a05049	0,3,6,12,14,21,23,27
0000000000000000	0000000600000000	2	84	00a85409	0,3,10,12,14,19,21,23
0000000000000000	0000000600000012	4	5	00a8540c	2,3,10,12,14,19,21,23
0000000000000000	0000000600000512	6	6	10a0540a	1,3,10,12,14,21,23,28
0000000000000000	0000000600008000	3	37	10a06409	0,3,10,13,14,21,23,28
0000000000000000	0000000600030000	4	2	18a01409	0,3,10,12,21,23,27,28
0000000000000000	0000000600030512	8	1	18e01408	3,10,12,21,22,23,27,28
0000000000000000	0000000600038000	5	1	18c02409	0,3,10,13,22,23,27,28
0000000000000000	0000000600080000	3	26	0088640d	0,2,3,10,13,14,19,23
0000000000000000	0000000600088000	4	4	1080640d	0,2,3,10,13,14,23,28
0000000000000000	0000000600400000	3	5	00a83409	0,3,10,12,13,19,21,23
0000000000000000	0000000600400012	5	1	10e81408	3,10,12,19,21,22,23,28
0000000000000000	0000000600430000	5	9	10a01419	0,3,4,10,12,21,23,28
0000000000000000	0000000600800000	3	1	08a81409	0,3,10,12,19,21,23,27
0000000000000000	0000000600800012	5	1	08e81408	3,10,12,19,21,22,23,27
0000000000000000	0000000600c00000	4	3	00a81419	0,3,4,10,12,19,21,23
0000000000000000	0000000630000000	4	72	00a0540b	0,1,3,10,12,14,21,23
0000000000000000	0000000630000512	8	1	08e05408	3,10,12,14,21,22,23,27
0000000000000000	0000000630008000	5	12	00c06609	0,3,9,10,13,14,22,23
0000000000000000	0000000630030000	6	1	08e03408	3,10,12,13,21,22,23,27
0000000000000000	0000000630080000	5	2	00807407	0,1,2,10,12,13,14,23
0000000000000000	0000000630430000	7	4	00a03609	0,3,9,10,12,13,21,23
0000000000000000	0000000630c30000	8	1	00e01419	0,3,4,10,12,21,22,23
0000000000000000	0000000800000000	1	17	0028c449	0,3,6,10,14,15,19,21
0000000000000000	0000000800020000	2	1	18209448	3,6,10,12,15,21,27,28
0000000000000000	0000000800060000	3	1	18209049	0,3,6,12,15,21,27,28
0000000000000000	0000000800400000	2	16	00288649	0,3,6,9,10,15,19,21
0000000000000000	0000000800420000	3	4	10209449	0,3,6,10,12,15,21,28
0000000000000000	0000000800460000	4	3	10209249	0,3,6,9,12,15,21,28
0000000000000000	0000000802000000	2	1	08289049	0,3,6,12,15,19,21,27
0000000000000000	0000000820000000	2	10	0020d449	0,3,6,10,12,14,15,21
0000000000000000	0000000820020000	3	3	08209449	0,3,6,10,12,15,21,27
0000000000000000	0000000820420000	4	13	0020944b	0,1,3,6,10,12,15,21
0000000000000000	0000000820460000	5	1	0020b249	0,3,6,9,12,13,15,21
0000000000000000	0000000a00000000	2	16	0028d409	0,3,10,12,14,15,19,21
0000000000000000	0000000a00000002	3	3	0828d408	3,10,12,14,15,19,21,27
0000000000000000	0000000a00000102	4	2	1060d408	3,10,12,14,15,21,22,28
0000000000000000	0000000a00030000	4	2	18209409	0,3,10,12,15,21,27,28
0000000000000000	0000000a00030102	6	1	18609408	3,10,12,15,21,22,27,28
0000000000000000	0000000a00400000	3	9	0028940d	0,2,3,10,12,15,19,21
0000000000000000	0000000a00400002	4	1	10689408	3,10,12,15,19,21,22,28
0000000000000000	0000000a00430000	5	5	10209609	0,3,9,10,12,15,21,28
0000000000000000	0000000a00470000	6	1	1020b209	0,3,9,12,13,15,21,28
0000000000000000	0000000a20000000	3	13	0020d609	0,3,9,10,12,14,15,21
0000000000000000	0000000a20030000	5	2	08209609	0,3,9,10,12,15,21,27
0000000000000000	0000000a20430000	6	4	0020b609	0,3,9,10,12,13,15,21
0000000000000000	0000000c00000000	2	18	00285449	0,3,6,10,12,14,19,21
0000000000000000	0000000c00000008	3	1	18683040	6,12,13,19,21,22,27,28
0000000000000000	0000000c00000010	3	2	10285448	3,6,10,12,14,19,21,28
0000000000000000	0000000c00000410	4	2	10605448	3,6,10,12,14,21,22,28
0000000000000000	0000000c00020000	3	1	18201449	0,3,6,10,12,21,27,28
0000000000000000	0000000c00020410	5	1	18601448	3,6,10,12,21,22,27,28
0000000000000000	0000000c00060000	4	2	18203049	0,3,6,12,13,21,27,28
0000000000000000	0000000c00400000	3	8	00283249	0,3,6,9,12,13,19,21
0000000000000000	0000000c00400010	4	1	10681448	3,6,10,12,19,21,22,28
0000000000000000	0000000c00420000	4	9	1020144b	0,1,3,6,10,12,21,28
0000000000000000	0000000c00460000	5	2	10203249	0,3,6,9,12,13,21,28
0000000000000000	0000000c00800000	3	1	08281449	0,3,6,10,12,19,21,27
0000000000000000	0000000c00c00000	4	8	0028144b	0,1,3,6,10,12,19,21
0000000000000000	0000000c02000000	3	1	08285049	0,3,6,12,14,19,21,27
0000000000000000	0000000c08000010	4	2	00685448	3,6,10,12,14,19,21,22
0000000000000000	0000000c30000000	4	13	0020544d	0,2,3,6,10,12,14,21
0000000000000000	0000000c30020000	5	2	08203449	0,3,6,10,12,13,21,27
0000000000000000	0000000c30060000	6	1	08603049	0,3,6,12,13,21,22,27
0000000000000000	0000000c30420000	6	3	0020344b	0,1,3,6,10,12,13,21
0000000000000000	0000000c30820000	6	2	08201649	0,3,6,9,10,12,21,27
0000000000000000	0000000c30c20000	7	2	00601649	0,3,6,9,10,12,21,22
0000000000000000	0000000e00000000	3	70	0028540d	0,2,3,10,12,14,19,21
0000000000000000	0000000e00000012	5	6	1028540c	2,3,10,12,14,19,21,28
0000000000000000	0000000e00000512	7	3	10605608	3,9,10,12,14,21,22,28
0000000000000000	0000000e00008000	4	3	10606409	0,3,10,13,14,21,22,28
0000000000000000	0000000e00030000	5	8	18201609	0,3,9,10,12,21,27,28
0000000000000000	0000000e00070000	6	2	18203209	0,3,9,12,13,21,27,28
0000000000000000	0000000e00070008	7	1	18613200	9,12,13,16,21,22,27,28
0000000000000000	0000000e00400000	4	22	0028340b	0,1,3,10,12,13,19,21
0000000000000000	0000000e00400012	6	1	10681608	3,9,10,12,19,21,22,28
0000000000000000	0000000e00430000	6	16	1020340b	0,1,3,10,12,13,21,28
0000000000000000	0000000e00470000	7	1	10603209	0,3,9,12,13,21,22,28
0000000000000000	0000000e00800000	4	2	08281609	0,3,9,10,12,19,21,27
0000000000000000	0000000e00c00000	5	1	00681609	0,3,9,10,12,19,21,22
0000000000000000	0000000e08000012	6	1	08685408	3,10,12,14,19,21,22,27
0000000000000000	0000000e30000000	5	22	0020740b	0,1,3,10,12,13,14,21
0000000000000000	0000000e30030000	7	5	08203609	0,3,9,10,12,13,21,27
0000000000000000	0000000e30430000	8	3	0020360b	0,1,3,9,10,12,13,21
0000000000000000	0000001000000000	1	1364	0010720d	0,2,3,9,12,13,14,20
0000000000000000	0000001800080000	3	1	0008e449	0,3,6,10,13,14,15,19
0000000000000000	0000001800088000	4	1	1000e449	0,3,6,10,13,14,15,28
0000000000000000	0000001a00000000	3	8	1040f009	0,3,12,13,14,15,22,28
0000000000000000	0000001a00008000	4	8	1040e209	0,3,9,13,14,15,22,28
0000000000000000	0000001a00038000	6	1	1840a409	0,3,10,13,15,22,27,28
0000000000000000	0000001a00078000	7	2	1840a209	0,3,9,13,15,22,27,28
0000000000000000	0000001a00080000	4	5	1000f209	0,3,9,12,13,14,15,28
0000000000000000	0000001a00088000	5	2	1000e609	0,3,9,10,13,14,15,28
0000000000000000	0000001a000f0000	7	1	1800b209	0,3,9,12,13,15,27,28
0000000000000000	0000001a00400000	4	1	1048a209	0,3,9,13,15,19,22,28
0000000000000000	0000001a00438000	7	1	1040a609	0,3,9,10,13,15,22,28
0000000000000000	0000001a00470000	7	1	1040b209	0,3,9,12,13,15,22,28
0000000000000000	0000001a00478000	8	1	1041a209	0,3,9,13,15,16,22,28
0000000000000000	0000001a20000000	4	2	0040f209	0,3,9,12,13,14,15,22
0000000000000000	0000001a20008000	5	2	0840e209	0,3,9,13,14,15,22,27
0000000000000000	0000001e00000000	4	17	08486409	0,3,10,13,14,19,22,27
0000000000000000	0000001e00008000	5	7	10406609	0,3,9,10,13,14,22,28
0000000000000000	0000001e00070000	7	1	18403209	0,3,9,12,13,22,27,28
0000000000000000	0000001e00078000	8	1	18412209	0,3,9,13,16,22,27,28
0000000000000000	0000001e00080000	5	5	1000720d	0,2,3,9,12,13,14,28
0000000000000000	0000001e00470000	8	1	10413209	0,3,9,12,13,16,22,28
0000000000000000	0000001e30000000	6	1	08407209	0,3,9,12,13,14,22,27
0000000000000001	0000000000000000	1	722	02123083	0,1,7,12,13,17,20,25
0000000000000002	0000000000000000	1	124	12861006	1,2,12,17,18,23,25,28
0000000000000004	0000000000000000	1	97	12c08007	0,1,2,15,22,23,25,28
0000000000000006	0000000000000000	2	13	32c80003	0,1,19,22,23,25,28,29
0000000000000007	0000000000000000	3	2	32c01003	0,1,12,22,23,25,28,29
0000000000000008	0000000000000000	1	908	0200a127	0,1,2,5,8,13,15,25
0000000000000009	0000000000000000	2	19	0a022a81	0,7,9,11,13,17,25,27
000000000000000c	0000000000000000	2	54	12808125	0,2,5,8,15,23,25,28
000000000000000e	0000000000000000	3	26	32880007	0,1,2,19,23,25,28,29
0000000000000010	0000000000000000	1	566	12048017	0,1,2,4,15,18,25,28
0000000000000012	0000000000000000	2	163	12061007	0,1,2,12,17,18,25,28
0000000000000014	0000000000000000	2	42	12408125	0,2,5,8,15,22,25,28
0000000000000016	0000000000000000	3	13	32480007	0,1,2,19,22,25,28,29
000000000000001c	0000000000000000	3	30	32009007	0,1,2,12,15,25,28,29
000000000000001e	0000000000000000	4	16	32080017	0,1,2,4,19,25,28,29
0000000000000020	0000000000000000	1	357	01648124	2,5,8,15,18,21,22,24
0000000000000040	0000000000000000	1	27	00b0812c	2,3,5,8,15,20,21,23
0000000000000080	0000000000000000	1	23	00d0a281	0,7,9,13,15,20,22,23
00000000000000c0	0000000000000000	2	2	30b0a002	1,13,15,20,21,23,28,29
0000000000000100	0000000000000000	1	164	105084c1	0,6,7,10,15,20,22,28
0000000000000100	0000001000000000	2	1	10508c41	0,6,10,11,15,20,22,28
0000000000000180	0000000000000000	2	19	10d28201	0,9,15,17,20,22,23,28
00000000000001c0	0000000000000000	3	3	30f08002	1,15,20,21,22,23,28,29
0000000000000200	0000000000000000	1	20	10a084c8	3,6,7,10,15,21,23,28
0000000000000200	0000000000010000	2	1	30a02488	3,7,10,13,21,23,28,29
0000000000000200	0000000000438000	5	1	30e02408	3,10,13,21,22,23,28,29
0000000000000500	0000000000000000	2	1	30c08441	0,6,10,15,22,23,28,29
0000000000000600	0000000000000000	2	1	30a22480	7,10,13,17,21,23,28,29
0000000000000700	0000000000000000	3	2	30a084c0	6,7,10,15,21,23,28,29
0000000000000800	0000000000000000	1	707	00163281	0,7,9,12,13,17,18,20
0000000000000801	0000000000000000	2	29	00523281	0,7,9,12,13,17,20,22
0000000000000881	0000000000000000	3	4	08d22081	0,7,13,17,20,22,23,27
0000000000001000	0000000000000000	1	89	1012b088	3,7,12,13,15,17,20,28
0000000000001000	0000001000000000	2	3	18509808	3,11,12,15,20,22,27,28
0000000000001040	0000000000000000	2	30	1052a088	3,7,13,15,17,20,22,28
00000000000010c0	0000000000000000	3	9	10d2a080	7,13,15,17,20,22,23,28
0000000000001801	0000000000000000	3	9	18523080	7,12,13,17,20,22,27,28
00000000000018c1	0000000000000000	5	1	30d22080	7,13,17,20,22,23,28,29
0000000000002000	0000000000000000	1	43	10cc8003	0,1,15,18,19,22,23,28
0000000000002002	0000000000000000	2	39	308c0007	0,1,2,18,19,23,28,29
0000000000002004	0000000000000000	2	1	30c88003	0,1,15,19,22,23,28,29
0000000000002010	0000000000000000	2	91	104c9003	0,1,12,15,18,19,22,28
0000000000002012	0000000000000000	3	109	300c0017	0,1,2,4,18,19,28,29
0000000000002016	0000000000000000	4	1	30480096	1,2,4,7,19,22,28,29
0000000000004000	0000000000000000	1	99	10063288	3,7,9,12,13,17,18,28
0000000000004020	0000000000000000	2	11	18068888	3,7,11,15,17,18,27,28
0000000000008000	0000000000000000	1	59	0006b281	0,7,9,12,13,15,17,18
0000000000008800	0000000000000000	2	47	00463281	0,7,9,12,13,17,18,22
0000000000008801	0000000000000000	3	1	08c23081	0,7,12,13,17,22,23,27
000000000000a000	0000000000000000	2	17	10c49003	0,1,12,15,18,22,23,28
000000000000a010	0000000000000000	3	10	30449003	0,1,12,15,18,22,28,29
000000000000a802	0000000000000000	4	1	30c41003	0,1,12,18,22,23,28,29
000000000000c000	0000000000000000	2	88	1006b280	7,9,12,13,15,17,18,28
000000000000c800	0000000000000000	3	74	10463082	1,7,12,13,17,18,22,28
000000000000e000	0000000000000000	3	6	30c49002	1,12,15,18,22,23,28,29
0000000000010000	0000000000000000	1	27	10c23480	7,10,12,13,17,22,23,28
0000000000010000	0000000000010000	2	4	30403488	3,7,10,12,13,22,28,29
0000000000010200	0000000000000000	2	22	1082a488	3,7,10,13,15,17,23,28
0000000000010200	0000000000010000	3	4	3080248a	1,3,7,10,13,23,28,29
0000000000010200	0000000000010100	4	1	30c08488	3,7,10,15,22,23,28,29
0000000000010200	0000000000038000	5	1	38c02408	3,10,13,22,23,27,28,29
0000000000010200	0000000000438000	6	1	30c0a408	3,10,13,15,22,23,28,29
0000000000010600	0000000000000000	3	8	3080a4c0	6,7,10,13,15,23,28,29
0000000000010600	0000000000010000	4	5	3080a482	1,7,10,13,15,23,28,29
0000000000010700	0000000000000000	4	2	308086c0	6,7,9,10,15,23,28,29
0000000000015000	0000000000000000	3	2	18423088	3,7,12,13,17,22,27,28
000000000001d801	0000000000000000	6	1	18c23080	7,12,13,17,22,23,27,28
000000000001dec1	0000000000000000	10	1	38c22080	7,13,17,22,23,27,28,29
0000000000020000	0000000000000000	1	242	1012e081	0,7,13,14,15,17,20,28
0000000000020000	0000001000000000	2	13	1050ca01	0,9,11,14,15,20,22,28
0000000000020080	0000000000000000	2	41	1050a281	0,7,9,13,15,20,22,28
0000000000020080	0000001000000000	3	1	1850a801	0,11,13,15,20,22,27,28
00000000000200c0	0000000000000000	3	7	2072a080	7,13,15,17,20,21,22,29
0000000000020180	0000000000000000	3	21	18528201	0,9,15,17,20,22,27,28
00000000000210c0	0000000000000000	4	9	1052a880	7,11,13,15,17,20,22,28
0000000000040000	0000000000000000	1	315	20106407	0,1,2,10,13,14,20,29
0000000000040100	0000000000000000	2	5	30520481	0,7,10,17,20,22,28,29
0000000000060000	0000000000000000	2	139	20126083	0,1,7,13,14,17,20,29
0000000000060080	0000000000000000	3	7	20702083	0,1,7,13,20,21,22,29
00000000000600c0	0000000000000000	4	2	28722080	7,13,17,20,21,22,27,29
0000000000060881	0000000000000000	5	10	20522083	0,1,7,13,17,20,22,29
00000000000618c1	0000000000000000	7	4	30522280	7,9,13,17,20,22,28,29
0000000000080000	0000000000000000	1	191	2006c441	0,6,10,14,15,17,18,29
000000000008a010	0000000000000000	4	2	30468081	0,7,15,17,18,22,28,29
0000000000100000	0000000000000000	1	144	1000e4c8	3,6,7,10,13,14,15,28
0000000000100000	0000000000008000	2	4	30406608	3,9,10,13,14,22,28,29
0000000000100200	0000000000000000	2	22	10622488	3,7,10,13,17,21,22,28
0000000000100200	0000000000010000	3	1	30602488	3,7,10,13,21,22,28,29
0000000000110200	0000000000000000	3	14	18422488	3,7,10,13,17,22,27,28
0000000000110200	0000000000010000	4	1	3040a488	3,7,10,13,15,22,28,29
0000000000115240	0000000000000000	6	1	38422088	3,7,13,17,22,27,28,29
0000000000200000	0000000000000000	1	3	2002e441	0,6,10,13,14,15,17,29
0000000000220000	0000000000000000	2	5	2002e281	0,7,9,13,14,15,17,29
0000000000240000	0000000000000000	2	6	20026681	0,7,9,10,13,14,17,29
0000000000260000	0000000000000000	3	12	20226083	0,1,7,13,14,17,21,29
0000000000280000	0000000000000000	2	7	2002c4c1	0,6,7,10,14,15,17,29
00000000002c0000	0000000000000000	3	3	28024681	0,7,9,10,14,17,27,29
0000000000300000	0000000000000000	2	12	2002e4c0	6,7,10,13,14,15,17,29
0000000000320000	0000000000000000	3	5	2042e280	7,9,13,14,15,17,22,29
0000000000340000	0000000000000000	3	28	20226482	1,7,10,13,14,17,21,29
0000000000360000	0000000000000000	4	20	20426086	1,2,7,13,14,17,22,29
0000000000380000	0000000000000000	3	11	2062c440	6,10,14,15,17,21,22,29
0000000000400000	0000000000000000	1	599	002094c3	0,1,6,7,10,12,15,21
0000000000400000	0000000000010000	2	12	00203683	0,1,7,9,10,12,13,21
0000000000400000	0000000000050000	3	9	0020b283	0,1,7,9,12,13,15,21
0000000000400000	0000000000420000	3	1	3020b440	6,10,12,13,15,21,28,29
0000000000400000	0000000000430000	4	1	30603600	9,10,12,13,21,22,28,29
0000000000400000	0000000800420000	4	2	1020b640	6,9,10,12,13,15,21,28
0000000000408000	0000000000000000	2	1	0842b081	0,7,12,13,15,17,22,27
0000000000408801	0000000000000000	4	4	08423281	0,7,9,12,13,17,22,27
0000000000410000	0000000000000000	2	2	18423480	7,10,12,13,17,22,27,28
000000000041d000	0000000000000000	5	1	1842b080	7,12,13,15,17,22,27,28
000000000041d801	0000000000000000	7	3	18423280	7,9,12,13,17,22,27,28
0000000000668c81	0000000000000000	9	1	38422081	0,7,13,17,22,27,28,29
0000000000710600	0000000000000000	6	1	3042a480	7,10,13,15,17,22,28,29
000000000073d6c0	0000000000000000	12	1	3842a080	7,13,15,17,22,27,28,29
0000000000740600	0000000000000000	6	1	30622480	7,10,13,17,21,22,28,29
0000000000750600	0000000000000000	7	3	30422680	7,9,10,13,17,22,28,29
00000000007606c0	0000000000000000	9	1	38622080	7,13,17,21,22,27,28,29
000000000077dec1	0000000000000000	15	3	38422082	1,7,13,17,22,27,28,29
0000000000800000	0000000000000000	1	244	2421220a	1,3,9,13,16,21,26,29
0000000001000000	0000000000000000	1	629	240086c1	0,6,7,9,10,15,26,29
0000000001800000	0000000000000000	2	48	24212282	1,7,9,13,16,21,26,29
0000000002000000	0000000000000000	1	622	0401b288	3,7,9,12,13,15,16,26
0000000002800000	0000000000000000	2	394	24018328	3,5,8,9,15,16,26,29
0000000003800000	0000000000000000	3	58	24012216	1,2,4,9,13,16,26,29
0000000004000000	0000000000000000	1	143	02848125	0,2,5,8,15,18,23,25
0000000004000002	0000000000000000	2	22	228c0007	0,1,2,18,19,23,25,29
0000000004000004	0000000000000000	2	36	02c08125	0,2,5,8,15,22,23,25
0000000004000006	0000000000000000	3	5	22c80016	1,2,4,19,22,23,25,29
000000000400000c	0000000000000000	3	33	02808127	0,1,2,5,8,15,23,25
000000000400000e	0000000000000000	4	3	22881007	0,1,2,12,19,23,25,29
0000000004000010	0000000000000000	2	193	02048127	0,1,2,5,8,15,18,25
0000000004000012	0000000000000000	3	51	220c0017	0,1,2,4,18,19,25,29
0000000004000014	0000000000000000	3	38	02408127	0,1,2,5,8,15,22,25
0000000004000016	0000000000000000	4	6	22480096	1,2,4,7,19,22,25,29
000000000400001c	0000000000000000	4	48	02008327	0,1,2,5,8,9,15,25
000000000400001e	0000000000000000	5	10	22081017	0,1,2,4,12,19,25,29
0000000004002000	0000000000000000	2	2	208c9003	0,1,12,15,18,19,23,29
0000000004002010	0000000000000000	3	11	200c8017	0,1,2,4,15,18,19,29
0000000004002012	0000000000000000	4	12	200c1017	0,1,2,4,12,18,19,29
0000000004002016	0000000000000000	5	2	20481096	1,2,4,7,12,19,22,29
0000000008000000	0000000000000000	1	378	001684c1	0,6,7,10,15,17,18,20
0000000008000100	0000000000000000	2	252	005284c1	0,6,7,10,15,17,20,22
0000000008000180	0000000000000000	3	13	00d08125	0,2,5,8,15,20,22,23
0000000008000800	0000000000000000	2	1	28560081	0,7,17,18,20,22,27,29
0000000008020180	0000000000000000	4	13	20508125	0,2,5,8,15,20,22,29
0000000008040100	0000000000000000	3	3	20720403	0,1,10,17,20,21,22,29
0000000010000000	0000000000000000	1	25	2026048a	1,3,7,10,17,18,21,29
0000000010000200	0000000000000000	2	22	20a2048a	1,3,7,10,17,21,23,29
0000000010100200	0000000000000000	3	31	2022248a	1,3,7,10,13,17,21,29
0000000010800000	0000000000000000	2	2	20662088	3,7,13,17,18,21,22,29
0000000010900240	0000000000000000	5	1	28622088	3,7,13,17,21,22,27,29
0000000020000000	0000000000000000	1	8	20062681	0,7,9,10,13,17,18,29
0000000020008000	0000000000000000	2	4	2006a281	0,7,9,13,15,17,18,29
0000000020008800	0000000000000000	3	3	20462281	0,7,9,13,17,18,22,29
0000000021000400	0000000000000000	3	4	20822681	0,7,9,10,13,17,23,29
0000000021008c81	0000000000000000	7	1	28c22081	0,7,13,17,22,23,27,29
